rxn,SF ABF93_1-R1,SF ABF93_1-R2,SF ABF93_1-R3,SF ABF93_10-R1,SF ABF93_10-R2,SF ABF93_10-R3,SF ABF93_11-R1,SF ABF93_11-R2,SF ABF93_11-R3,SF ABF93_12-R1,SF ABF93_12-R2,SF ABF93_12-R3,SF ABF93_13-R1,SF ABF93_13-R2,SF ABF93_13-R3,SF ABF93_14-R1,SF ABF93_14-R2,SF ABF93_14-R3,SF ABF93_15-R1,SF ABF93_15-R2,SF ABF93_15-R3,SF ABF93_16-R1,SF ABF93_16-R2,SF ABF93_16-R3,SF ABF93_17-R1,SF ABF93_17-R2,SF ABF93_17-R3,SF ABF93_2-R1,SF ABF93_2-R2,SF ABF93_2-R3,SF ABF93_3-R1,SF ABF93_3-R2,SF ABF93_3-R3,SF ABF93_4-R1,SF ABF93_4-R2,SF ABF93_4-R3,SF ABF93_5-R1,SF ABF93_5-R2,SF ABF93_5-R3,SF ABF93_6-R1,SF ABF93_6-R2,SF ABF93_6-R3,SF ABF93_7-R1,SF ABF93_7-R2,SF ABF93_7-R3,SF ABF93_8-R1,SF ABF93_8-R2,SF ABF93_8-R3,SF ABF93_9-R1,SF ABF93_9-R2,SF ABF93_9-R3
r28,1.7637600640949866,1.2887242733493574,1.600793306802212,0.785076900849784,0.7887124525526354,0.8913379828467106,0.8178599104246294,0.7957208715867451,0.8202109355503895,1.1477179295217832,0.8325728620775708,1.0438971853369583,0.706166515623153,1.0847735004005936,1.0311280980338076,0.8022564587519867,0.7658326437868579,0.7825551308824882,0.6663619527956185,0.7512799296005884,0.736690439602296,0.7498640608377005,0.818971065316469,0.7347334410339258,1.0463138815556168,0.7962409866424998,0.9162404612737566,0.9059642486570262,0.8533144200585786,0.9438380813533499,0.82026872611214,0.8732994470493978,1.0113453380091153,0.8722644706253202,0.7903752446248211,0.9342553554776258,0.8389324507138448,0.7041937559924872,0.776234944901953,0.7203987548760786,0.8014684056372067,0.8060075915783391,0.8136911094474434,0.7950063700960113,1.0,1.0097088143740889,1.0729185547105875,0.9033058828165019,0.8471702326070111,0.9599826628314748,0.9588426126587598
r29a,0.6765946908723771,1.2256807856061112,0.8744630389850365,0.7936736229509759,1.0472144700873427,0.7609368600520056,0.7806151120593586,0.805198639857509,0.9547666898436978,1.1316137881111357,0.972492356342093,1.2678661574069665,0.9624532093838402,0.9673680099819981,0.7983788777871967,0.9819981140881426,0.9450323367209897,1.0301650649115623,1.0959148101229652,1.2623608187524407,0.8982179085427997,1.0549581384716495,0.9031898579851223,0.982226709464801,0.7427159035708503,0.968958652811247,0.860633018697197,0.820219261065445,0.8200287649182295,0.7429444989475088,0.9469087237710617,0.9266113592852584,0.8745201878292012,0.8644334168341445,0.9309832458638523,0.84572669517759,0.8919124860699693,1.0370515006333996,1.0819800169541571,0.7127984836506682,0.8899503757536504,0.7082361009248588,0.9056186838621189,0.8634809360980674,1.0,1.4852603606092067,1.2475116440769984,1.2147653563706675,0.8067416586499537,0.7564316261703606,0.7458495651925441
r42,1.068276721720162,1.233530694920536,1.3621377376129635,0.9343409161732628,0.9225148021190401,1.0595668432533498,0.9957775007790587,1.0920224368962292,1.274555936428794,0.9760361483328138,1.086600186974135,1.0234808351511373,1.1354783421626675,0.8977251480211904,1.0346837020878779,1.0569492053599252,0.9023371766905577,1.0202087877843564,0.9127298223745713,1.0429261452165783,0.8842630102835775,1.1645839825490807,1.0510127765659083,1.0647086319725771,1.0354783421626674,1.1966967902773449,1.1471798067933936,1.2054222499220941,1.2108600810221253,1.3498130258647554,1.25,1.2408694297288874,1.0260828918666252,1.0323309442193829,1.130835151137426,1.0857432221875973,0.9462916796509816,1.0047366780928637,1.1588345278903083,1.3059208476160797,1.3020255531318166,1.4522748519788096,1.1131193518229978,0.9040511062636334,1.0,1.1373480835151137,1.206029915861639,1.4801963228420068,1.1035680897475848,1.071533187909006,1.1555780617014646
r43,1.068276721720162,1.233530694920536,1.3621377376129635,0.9343409161732628,0.9225148021190401,1.0595668432533498,0.9957775007790587,1.0920224368962292,1.274555936428794,0.9760361483328138,1.086600186974135,1.0234808351511373,1.1354783421626675,0.8977251480211904,1.0346837020878779,1.0569492053599252,0.9023371766905577,1.0202087877843564,0.9127298223745713,1.0429261452165783,0.8842630102835775,1.1645839825490807,1.0510127765659083,1.0647086319725771,1.0354783421626674,1.1966967902773449,1.1471798067933936,1.2054222499220941,1.2108600810221253,1.3498130258647554,1.25,1.2408694297288874,1.0260828918666252,1.0323309442193829,1.130835151137426,1.0857432221875973,0.9462916796509816,1.0047366780928637,1.1588345278903083,1.3059208476160797,1.3020255531318166,1.4522748519788096,1.1131193518229978,0.9040511062636334,1.0,1.1373480835151137,1.206029915861639,1.4801963228420068,1.1035680897475848,1.071533187909006,1.1555780617014646
r44,1.106247011259401,1.393861670216928,1.6816843765719998,1.177570006396681,0.8934176287564976,1.2013060408269727,0.8221070543593691,0.8855739313505692,0.7056129324746461,0.5669477894187714,0.9367132237410026,1.0301140844982952,0.9833189459759907,1.0626967911017817,1.063296091814111,0.979853559473609,1.0835015308562237,1.0159792822054265,0.9436564174859179,1.1200868209736616,0.958114159022736,1.092276783773545,1.030909011868017,1.1847709304997482,1.4695536607026414,1.2148042801870562,1.3119903615056419,1.4213146111376775,1.1891150843678773,1.2838077021009682,1.2625930779215133,1.2738462684991396,1.1073431415778063,1.186547096341471,1.1070605697393507,1.2697070568435171,1.193123878251905,0.9407127020699163,1.1783400922860991,1.2279267921575445,0.9228982555070455,1.2128511187981692,1.1717850466709312,1.0531669782202322,1.0,1.2626582868073108,1.3653591767533426,1.4484570335546294,1.1513280876407423,0.9961619912930609,1.1332372796094918
r47,1.0533389902418329,0.883529910903691,1.0502503182011032,0.9023165040305472,1.0293423843869325,1.1249215103945693,1.0279677556215527,0.7487144675434875,0.8206194314806957,1.225473058973271,1.0660500636402206,1.0701909206618583,0.6669664828171403,1.146728892660161,1.1043529910903689,1.2784047518031394,1.3475434874840897,1.2540008485362748,1.310021213406873,1.1735256682223163,1.4219431480695799,1.247382265591854,1.1679253288078064,1.2009333899024182,0.9904963937208315,1.2539499363597792,1.2163428086550698,1.2787271955876112,1.2869410267288925,1.7012982605006362,1.0042426813746286,1.0968349596945268,1.1902078913873568,1.0448536274925753,1.067254985150615,1.1442341960118794,1.2606703436571913,1.177106491302503,1.3662112855324564,2.9266525243954176,2.662028001697072,3.1788714467543486,0.8627916843445056,0.8837675010606703,1.0,0.6220789138735681,0.7266016122189223,0.5224777259227831,0.9930250318201103,0.9550954603309291,1.025439117522274
r56a,1.4960761873620536,1.588387966974577,2.012772827597482,1.2093517534537728,0.9158015204773972,1.2058162347747896,1.3190345785988722,1.520129976293632,0.6375991171421564,0.4968936483282924,1.6182048557181394,1.1209024769067277,1.1116038584157608,1.0879996730156134,1.2439916618981446,1.1596296901822938,1.1909997547617102,1.095724679146571,1.4328455816234775,1.2079007602386986,1.0062127033434154,1.1319381999509526,1.225578353633614,1.3634227090656421,1.0620044142892178,1.4746995830949072,1.0421196762854574,1.390971143627892,1.4942369001880162,1.626481648001308,1.3106147306466118,1.6531921850731628,1.2778958554729012,1.2713561677429903,1.2534333360582033,1.1413594375868552,1.1828251450993217,1.033086732608518,1.2810430801929207,1.17121719937873,1.1605084607210008,0.987799395078885,1.1902027303196272,1.0644772337120902,1.0,1.5358660998937301,1.2774871249897817,1.579968119022317,1.2634063598463174,1.079927245974005,1.3129649309245486
r64,1.0767233420526237,1.3846553315894756,1.0522580396984151,0.7779850746268658,0.974669179873827,0.8917910447761196,0.7716764117556548,0.48155485459301434,0.9648022772734267,1.2672141867979692,1.0527004154485307,1.2811009386059393,0.9846899523003542,1.1978958301277123,0.9391829512232652,1.499038313586706,1.1701992614248347,1.1270195414679183,1.1432720418525928,1.3539967687336514,0.9406254808432067,1.1156139406062473,1.1246922603477458,1.1172680412371137,1.1232689644560703,1.0088282812740423,1.2637328819818434,0.7995653177411911,0.7400369287582705,0.703012001846438,0.8052008001230959,0.837398061240191,0.9714763809816894,0.7325742421911065,0.9123519002923528,0.9761117094937682,1.1160370826280968,0.8015656254808433,0.9899407601169411,0.793429758424373,0.704377596553316,0.6795660870903216,1.056412525003847,1.4771503308201264,1.0,1.4478573626711801,1.225842437298046,1.0169641483305125,0.9974034466841053,0.9575896291737191,0.7332281889521466
r95,1.7807224185316057,1.1737338044758538,1.489006674519042,1.0351393796623478,0.9136238712210444,0.864742834707499,0.6811935610522183,0.7387122104436593,0.9267765999214763,1.1770710639968591,1.031213191990577,1.215155084413035,0.8578720062819003,1.0961915979583825,1.0160973694542599,0.8349038084020416,0.9619159795838241,0.8979191205339615,0.8138987043580684,0.9575971731448765,0.7508833922261484,1.0060855908912445,1.0418138987043581,0.7938751472320377,0.9218688653317629,0.8765213977228112,0.9238319591676483,0.8808402041617589,0.8802512760109933,0.8545347467608951,0.9397330192383195,0.9952885747938752,1.1395759717314486,0.9387514723203769,1.0276796230859835,0.9210836277974087,0.9756576364350217,1.1252453867294858,0.795838241067923,0.9905771495877504,0.9279544562230074,0.8941892422457793,0.8741656851197488,0.9487632508833922,1.0,1.1170003926187673,1.402041617589321,1.1641146446800157,0.9224577934825284,0.8235178641539066,0.9791912053396152
r124,1.892202365075131,2.0650128923268425,2.3460300524584334,0.8890548590735308,0.8805548146172313,1.0588601404819062,0.7852049435404997,0.6121988085711745,0.5787498888592513,0.6365786431937406,1.003716546634658,1.018387125455677,0.9176135858451143,0.9924957766515515,0.8419311816484396,1.3080643727216146,1.0322930559260248,0.9471859162443317,0.9811149639903975,1.3300613496932516,0.8945852227260603,0.9584066862274384,0.9566639992886992,1.1598648528496487,1.1087045434338045,0.8610296078954388,0.967973681870721,1.4508402240597493,1.5599004178892149,1.0520672179247799,0.8144216235440561,0.8309238019027295,1.221356806259447,0.8429447852760736,0.9194807504223349,0.9613585845114252,0.9310749533208855,0.8060816217658041,0.913203520938917,0.9204765715301859,0.5373166177647373,0.5361607539788388,0.9844402951898283,1.4719480750422334,1.0,1.2431937405530364,1.1825375655730417,1.0762336623099493,0.8166622210367208,0.6787409975993599,0.5812038765893127
r127,1.892202365075131,2.0650128923268425,2.3460300524584334,0.8890548590735308,0.8805548146172313,1.0588601404819062,0.7852049435404997,0.6121988085711745,0.5787498888592513,0.6365786431937406,1.003716546634658,1.018387125455677,0.9176135858451143,0.9924957766515515,0.8419311816484396,1.3080643727216146,1.0322930559260248,0.9471859162443317,0.9811149639903975,1.3300613496932516,0.8945852227260603,0.9584066862274384,0.9566639992886992,1.1598648528496487,1.1087045434338045,0.8610296078954388,0.967973681870721,1.4508402240597493,1.5599004178892149,1.0520672179247799,0.8144216235440561,0.8309238019027295,1.221356806259447,0.8429447852760736,0.9194807504223349,0.9613585845114252,0.9310749533208855,0.8060816217658041,0.913203520938917,0.9204765715301859,0.5373166177647373,0.5361607539788388,0.9844402951898283,1.4719480750422334,1.0,1.2431937405530364,1.1825375655730417,1.0762336623099493,0.8166622210367208,0.6787409975993599,0.5812038765893127
r243,1.1140124485240954,0.9376929364056459,1.037295275219264,0.9424019993084154,0.9817154443431518,1.045223350413379,0.8775030649775235,0.9128210367482946,1.0388560560812299,1.046123982270284,0.842007481688724,1.093846468202823,0.9465389330734651,1.018520323158656,1.016406274559115,1.0601914432114679,1.0279258746974318,1.1200669579705134,0.9361588758605515,0.9531388513407312,0.9267879035553739,0.9356936279903177,0.9646238722454498,0.9306324856181825,1.2174295055169597,0.9473279683128478,1.1150781176322657,1.1954386847316967,1.041671120052812,1.2233865643959638,0.9994624500958789,0.9992644053943605,0.959290811354563,0.947345257929647,0.9494011505454089,1.0321193926629155,1.2198421929521235,1.0675096664675743,1.1141633397252524,1.114993241331615,1.1078306246267016,1.147873377133696,0.9863569205620698,0.9265317028700765,1.0,1.0429379774291914,1.1246597089057246,1.0905850177611518,1.0007403099556758,0.9723539027380466,1.01528087768382
r258,1.125346784530703,0.7951526179761579,1.0018901772443365,1.409869246361514,1.5392916461110029,1.4208679175447618,1.2292278975399356,0.9518074948750479,1.2862512325420097,2.025211050697314,1.5807690391576656,2.0491746199523777,1.1853433577611396,1.7939336230964742,1.556521019990738,1.5270080069449872,1.790898132855447,1.5517098850476658,1.3477179053463293,1.1475118109347262,1.098040820928984,1.6767942920361758,1.6348656473023007,1.4792819191535358,1.5722149605794131,2.0392925199007537,1.92425261924352,0.8446762816321901,0.7683331479735515,0.8064916277256079,1.1369321792670757,1.2024511839281211,1.1407145343784366,1.7457902275537274,1.7603187766207857,1.787790265485353,1.7118608020822146,1.6929071128588007,1.5441168339881406,1.6566826478236976,1.4840442495218142,1.2275819227850442,1.9761122906067778,2.5858978325417605,2.0,2.2180062806245022,2.5584442645570977,1.7511538676073375,1.4356525926317363,1.3651927458017816,1.6860680999920616
r259,1.404137620868001,0.8861254778502361,1.0647402743422532,0.9569822352147516,0.9015516078255004,0.9157184618844164,0.911963121205307,1.2261749494040926,1.0994378232516302,0.8388801439172476,0.9217225095570047,1.1285360917472456,1.1027659096019788,1.133235889363616,1.0537440971441423,0.8761637058691254,0.8491117607375759,0.9664268045873623,0.8480998425905104,0.8465932089048798,0.9049696424555881,1.0073532718686755,0.9648976838317966,1.0535192264447943,1.5165729705419384,1.091230042725433,1.1771306498763212,0.9626040026984485,0.91427928940859,1.0844839217449966,1.2625815156285136,1.2395547560152913,1.1324263548459637,1.0518776703395547,0.9734427704070159,1.2000674612098043,0.9275916348099842,0.8630087699572746,0.858826174949404,1.2483921744996627,1.2108387677085677,1.0673712615246234,1.1283786822577018,1.0427254328760962,1.0,0.965190015740949,1.0938160557679335,1.0640656622442095,1.0541488644029684,1.207330784798741,1.0195862379132001
r258m,1.2629291777524387,1.5417838591156718,1.1702394526795896,0.9066514633219309,0.9543519574306347,0.7678702647915876,0.984036488027366,1.3987203851513998,1.4002280501710376,0.8867730900798176,1.1215634106170025,1.0607880400354743,1.413074876472824,0.8387811985303434,0.9867984289877106,1.1211833269986065,0.8365767135436464,0.9702647915874826,1.1072342582034713,1.2172051184593944,0.8567971620423159,1.2054351957430636,0.9761434182186748,1.154998099581908,0.9860889395667047,1.2511719244900545,1.04135309768149,1.0440896997339415,0.8862409730140632,1.0810211579880906,1.1948308627898137,1.2289370328138858,0.9167743570252124,1.0268465729127074,0.9519827695426326,0.935740529583175,0.8430634739642721,0.9340681616622324,1.1661978968706448,1.0160775370581527,1.189889775750665,1.1858482199417204,0.9332319777017611,0.8103636133282655,1.0,1.0329785886228304,1.1172557962751806,1.3772836690738628,1.0775623970606867,1.0615735461801596,0.9693525909033321
PAND,0.11057360055286801,0.11057360055286801,0.002539875604699378,1.2193326883206634,1.152150380096752,1.1594360746371803,0.7839668279198342,0.8074736696613684,1.0066167242570836,1.6446728403593645,1.7638125777470628,1.8289426399447135,1.038761575673808,0.8921332411886662,1.0825155494125778,1.5435256392536283,1.751189495507948,1.6522714581893574,1.1900970283344852,1.3494225293711126,1.3959353144436766,1.0331510711817555,1.255972356599862,0.9238999308914998,0.8107499654457498,0.9044533517622669,1.0383436074637182,0.5496525224602626,0.44104602626123013,0.505635383552177,0.7585304768486526,0.7282056668970285,0.6318485141672426,0.8195372494816863,0.8591546648237735,0.7893462335867313,1.2838192121630962,1.3990722874913617,1.212101174844506,0.800865791292329,0.9414070490670353,0.985135590877678,0.8712956461644783,0.7929387698686938,1.0,0.9622601243953006,0.9185835521769178,1.1210139599170699,0.9772660677263305,1.0304973047684867,0.9688492052522463
r2142,0.1593187918427791,0.18964612963934224,0.22120754018449384,0.8685712522753216,1.0275198222935242,0.9116095393823466,0.9795452441921451,0.7792860889149416,0.8938080399839569,1.0246197513343411,0.9797303551044333,1.0985098571560792,0.8855397525684139,1.0301730787029895,1.1250732730694473,1.2635053836423658,1.2379292259278682,1.2320056767346435,1.069601703020393,1.2280257921204454,0.9930274889704747,1.2339493413136702,1.0755561040323325,0.9677907012618394,0.8309011816246568,1.1939962360781167,1.0805232468454016,1.0923086415944219,1.2666214173325516,1.3884861012556688,0.9448369481380927,0.8656403294974238,0.8545645265788417,1.0526332027273007,1.0675963348039366,1.084996760559035,1.127479714929195,1.1366118532687501,1.3150587727146514,1.043686175300034,1.1625582328078239,1.2424644432789311,0.9229321568506463,0.9742078795544996,1.0,0.6063924968376886,0.8598710393977724,0.7203282633511245,1.0545768673063274,0.9278375960262857,0.9010890692006293
r2143,0.1593187918427791,0.18964612963934224,0.22120754018449384,0.8685712522753216,1.0275198222935242,0.9116095393823466,0.9795452441921451,0.7792860889149416,0.8938080399839569,1.0246197513343411,0.9797303551044333,1.0985098571560792,0.8855397525684139,1.0301730787029895,1.1250732730694473,1.2635053836423658,1.2379292259278682,1.2320056767346435,1.069601703020393,1.2280257921204454,0.9930274889704747,1.2339493413136702,1.0755561040323325,0.9677907012618394,0.8309011816246568,1.1939962360781167,1.0805232468454016,1.0923086415944219,1.2666214173325516,1.3884861012556688,0.9448369481380927,0.8656403294974238,0.8545645265788417,1.0526332027273007,1.0675963348039366,1.084996760559035,1.127479714929195,1.1366118532687501,1.3150587727146514,1.043686175300034,1.1625582328078239,1.2424644432789311,0.9229321568506463,0.9742078795544996,1.0,0.6063924968376886,0.8598710393977724,0.7203282633511245,1.0545768673063274,0.9278375960262857,0.9010890692006293
r2144,0.1593187918427791,0.18964612963934224,0.22120754018449384,0.8685712522753216,1.0275198222935242,0.9116095393823466,0.9795452441921451,0.7792860889149416,0.8938080399839569,1.0246197513343411,0.9797303551044333,1.0985098571560792,0.8855397525684139,1.0301730787029895,1.1250732730694473,1.2635053836423658,1.2379292259278682,1.2320056767346435,1.069601703020393,1.2280257921204454,0.9930274889704747,1.2339493413136702,1.0755561040323325,0.9677907012618394,0.8309011816246568,1.1939962360781167,1.0805232468454016,1.0923086415944219,1.2666214173325516,1.3884861012556688,0.9448369481380927,0.8656403294974238,0.8545645265788417,1.0526332027273007,1.0675963348039366,1.084996760559035,1.127479714929195,1.1366118532687501,1.3150587727146514,1.043686175300034,1.1625582328078239,1.2424644432789311,0.9229321568506463,0.9742078795544996,1.0,0.6063924968376886,0.8598710393977724,0.7203282633511245,1.0545768673063274,0.9278375960262857,0.9010890692006293
BAPAT,0.04602369115525908,0.04602369115525908,0.04602369115525908,0.8527909226553461,0.8278690938947733,0.6494490503931803,1.028852251985232,1.1413484205129432,1.3923376997543255,1.1608951423834935,1.4233940263089828,1.4518679635529184,1.55975163775305,1.0239686781167472,1.244729136770444,1.1259861726422293,1.1241990727146707,0.9396413097606123,1.0713845859294528,1.129414937633296,0.9858394307053499,1.061953871374829,1.5307300185843662,1.2369589569927015,0.8140693503387804,1.0270002586531441,1.0249351756310077,0.7750587492417595,0.580358745467817,0.7097962347097793,1.1879492487552892,0.8574287300130615,0.7197778528475317,0.7793453958359605,0.8189598277609382,0.7420155799399298,0.7295261308711273,0.7214001879607546,0.8824642372907877,0.6672662019501159,1.108507295215285,0.812976287673843,0.8872548433031388,0.7048270567757459,1.0,0.9055828578318975,0.8528668617457523,1.4638888914457606,0.9830181784375325,1.0861416222614755,0.9959140166992361
